DFW TECH COMPANIES,,,,,,,,,,,,Markdown
Name,Location,Address,Website,Category,Note,Team Size,Company Size,Frontend Stack,Mobile Stack,Infrastructure,Category Sort Order,Name|Location|Category|Website
Stoke Coworking,,,,Co-working Spaces/Accelerators,,,,,,,9,Stoke Coworking||Co-working Spaces/Accelerators|
Tech Fort Worth,"Fort Worth, TX",,,Co-working Spaces/Accelerators,,,,,,,9,"Tech Fort Worth|Fort Worth, TX|Co-working Spaces/Accelerators|"
Tech Wildcatters,,,,Co-working Spaces/Accelerators,,,,,,,9,Tech Wildcatters||Co-working Spaces/Accelerators|
TopDesk,"Dallas, TX",,,Co-working Spaces/Accelerators,,,,,,,9,"TopDesk|Dallas, TX|Co-working Spaces/Accelerators|"
Union Worx,"Arlington, TX",,,Co-working Spaces/Accelerators,,,,,,,9,"Union Worx|Arlington, TX|Co-working Spaces/Accelerators|"
WeWork,,,,Co-working Spaces/Accelerators,,,,,,,9,WeWork||Co-working Spaces/Accelerators|
Aquent,,,,Tech Recruiters with Offices in DFW,,,,,,,10,Aquent||Tech Recruiters with Offices in DFW|
Boss Group,,,,Tech Recruiters with Offices in DFW,,,,,,,10,Boss Group||Tech Recruiters with Offices in DFW|
Camden Kelly,,,,Tech Recruiters with Offices in DFW,,,,,,,10,Camden Kelly||Tech Recruiters with Offices in DFW|
Robert Half,,,,Tech Recruiters with Offices in DFW,,,,,,,10,Robert Half||Tech Recruiters with Offices in DFW|
Saxon Global,,,,Tech Recruiters with Offices in DFW,,,,,,,10,Saxon Global||Tech Recruiters with Offices in DFW|
SpringBokIT,,,,Tech Recruiters with Offices in DFW,,,,,,,10,SpringBokIT||Tech Recruiters with Offices in DFW|
TEK Systems,,,,Tech Recruiters with Offices in DFW,,,,,,,10,TEK Systems||Tech Recruiters with Offices in DFW|
The Creative Group,,,,Tech Recruiters with Offices in DFW,,,,,,,10,The Creative Group||Tech Recruiters with Offices in DFW|
Vitamin T,,,,Tech Recruiters with Offices in DFW,,,,,,,10,Vitamin T||Tech Recruiters with Offices in DFW|
Workbridge Associates,,,,Tech Recruiters with Offices in DFW,,,,,,,10,Workbridge Associates||Tech Recruiters with Offices in DFW|
Bluescape Energy Parters,,,,VC Funds/Angel Groups,,,,,,,11,Bluescape Energy Parters||VC Funds/Angel Groups|
Cowtown Angels,,,,VC Funds/Angel Groups,,,,,,,11,Cowtown Angels||VC Funds/Angel Groups|
Dallas Angel Network,,,,VC Funds/Angel Groups,,,,,,,11,Dallas Angel Network||VC Funds/Angel Groups|
Deep Space Ventures,,,,VC Funds/Angel Groups,,,,,,,11,Deep Space Ventures||VC Funds/Angel Groups|
Delta-v Capital,,,,VC Funds/Angel Groups,,,,,,,11,Delta-v Capital||VC Funds/Angel Groups|
Intelis Capital,,,,VC Funds/Angel Groups,,,,,,,11,Intelis Capital||VC Funds/Angel Groups|
Interlock Ventures,,,,VC Funds/Angel Groups,,,,,,,11,Interlock Ventures||VC Funds/Angel Groups|
Kitano Capital,,,,VC Funds/Angel Groups,,,,,,,11,Kitano Capital||VC Funds/Angel Groups|
Mobility Ventures,,,,VC Funds/Angel Groups,,,,,,,11,Mobility Ventures||VC Funds/Angel Groups|
Naya Ventures,,,,VC Funds/Angel Groups,,,,,,,11,Naya Ventures||VC Funds/Angel Groups|
North Texas Angel Network,,,,VC Funds/Angel Groups,,,,,,,11,North Texas Angel Network||VC Funds/Angel Groups|
Sevin Rosen Funds,,,,VC Funds/Angel Groups,,,,,,,11,Sevin Rosen Funds||VC Funds/Angel Groups|
Toyota AI Ventures,,,,VC Funds/Angel Groups,,,,,,,11,Toyota AI Ventures||VC Funds/Angel Groups|
